Stage-1 undetected error set U_3
size = 11186   (weights 1/2/3/4 = 14/119/1148/9905)
  E22     = XYZIIIIIIIIIII
  E23     = YYZIIIIIIIIIII
  E24     = ZYZIIIIIIIIIII
  E25     = XZZIIIIIIIIIII
  E26     = YZZIIIIIIIIIII
  E27     = ZZZIIIIIIIIIII
  E28     = XXIXIIIIIIIIII
  E29     = YXIXIIIIIIIIII
  E30     = ZXIXIIIIIIIIII
  E31     = XYIXIIIIIIIIII
  E32     = YYIXIIIIIIIIII
  E33     = ZYIXIIIIIIIIII
  E34     = XZIXIIIIIIIIII
  E35     = YZIXIIIIIIIIII
  E36     = ZZIXIIIIIIIIII
  E37     = XXIYIIIIIIIIII
  E38     = YXIYIIIIIIIIII
  E39     = ZXIYIIIIIIIIII
  E40     = XYIYIIIIIIIIII
  E41     = YYIYIIIIIIIIII
  E42     = ZYIYIIIIIIIIII
  E43     = XZIYIIIIIIIIII
  E44     = YZIYIIIIIIIIII
  E45     = ZZIYIIIIIIIIII
  E46     = XXIZIIIIIIIIII
  E47     = YXIZIIIIIIIIII
  E48     = ZXIZIIIIIIIIII
  E49     = XYIZIIIIIIIIII
  E50     = YYIZIIIIIIIIII
  E51     = ZYIZIIIIIIIIII
  E52     = XZIZIIIIIIIIII
  E53     = YZIZIIIIIIIIII
  E54     = ZZIZIIIIIIIIII
  E55     = XXIIXIIIIIIIII
  E56     = YXIIXIIIIIIIII
  E57     = ZXIIXIIIIIIIII
  E58     = XYIIXIIIIIIIII
  E59     = YYIIXIIIIIIIII
  E60     = ZYIIXIIIIIIIII
  E61     = XZIIXIIIIIIIII
  E62     = YZIIXIIIIIIIII
  E63     = ZZIIXIIIIIIIII
  E64     = XXIIIXIIIIIIII
  E65     = YXIIIXIIIIIIII
  E66     = ZXIIIXIIIIIIII
  E67     = XYIIIXIIIIIIII
  E68     = YYIIIXIIIIIIII
  E69     = ZYIIIXIIIIIIII
  E70     = XZIIIXIIIIIIII
  E71     = YZIIIXIIIIIIII
  E72     = ZZIIIXIIIIIIII
  E73     = XIXXIIIIIIIIII
  E74     = YIXXIIIIIIIIII
  E75     = ZIXXIIIIIIIIII
  E76     = XIYXIIIIIIIIII
  E77     = YIYXIIIIIIIIII
  E78     = ZIYXIIIIIIIIII
  E79     = XIZXIIIIIIIIII
  E80     = YIZXIIIIIIIIII
  E81     = ZIZXIIIIIIIIII
  E82     = XIXYIIIIIIIIII
  E83     = YIXYIIIIIIIIII
  E84     = ZIXYIIIIIIIIII
  E85     = XIYYIIIIIIIIII
  E86     = YIYYIIIIIIIIII
  E87     = ZIYYIIIIIIIIII
  E88     = XIZYIIIIIIIIII
  E89     = YIZYIIIIIIIIII
  E90     = ZIZYIIIIIIIIII
  E91     = XIXZIIIIIIIIII
  E92     = YIXZIIIIIIIIII
  E93     = ZIXZIIIIIIIIII
  E94     = XIYZIIIIIIIIII
  E95     = YIYZIIIIIIIIII
  E96     = ZIYZIIIIIIIIII
  E97     = XIZZIIIIIIIIII
  E98     = YIZZIIIIIIIIII
  E99     = ZIZZIIIIIIIIII
  E100    = XIXIXIIIIIIIII
  E101    = YIXIXIIIIIIIII
  E102    = ZIXIXIIIIIIIII
  E103    = XIYIXIIIIIIIII
  E104    = YIYIXIIIIIIIII
  E105    = ZIYIXIIIIIIIII
  E106    = XIZIXIIIIIIIII
  E107    = YIZIXIIIIIIIII
  E108    = ZIZIXIIIIIIIII
  E109    = XIXIIXIIIIIIII
  E110    = YIXIIXIIIIIIII
  E111    = ZIXIIXIIIIIIII
  E112    = XIYIIXIIIIIIII
  E113    = YIYIIXIIIIIIII
  E114    = ZIYIIXIIIIIIII
  E115    = XIZIIXIIIIIIII
  E116    = YIZIIXIIIIIIII
  E117    = ZIZIIXIIIIIIII
  E118    = XIIXXIIIIIIIII
  E119    = YIIXXIIIIIIIII
  E120    = ZIIXXIIIIIIIII
  E121    = XIIYXIIIIIIIII
  E122    = YIIYXIIIIIIIII
  E123    = ZIIYXIIIIIIIII
  E124    = XIIZXIIIIIIIII
  E125    = YIIZXIIIIIIIII
  E126    = ZIIZXIIIIIIIII
  E127    = XIIXIXIIIIIIII
  E128    = YIIXIXIIIIIIII
  E129    = ZIIXIXIIIIIIII
  E130    = XIIYIXIIIIIIII
  E131    = YIIYIXIIIIIIII
  E132    = ZIIYIXIIIIIIII
  E133    = XIIZIXIIIIIIII
  E134    = YIIZIXIIIIIIII
  E135    = ZIIZIXIIIIIIII
  E136    = XIIIXXIIIIIIII
  E137    = YIIIXXIIIIIIII
  E138    = ZIIIXXIIIIIIII
  E139    = XIIIYYIIIIIIII
  E140    = YIIIYYIIIIIIII
  E141    = ZIIIYYIIIIIIII
  E142    = XIIIZYIIIIIIII
  E143    = YIIIZYIIIIIIII
  E144    = ZIIIZYIIIIIIII
  E145    = XIIIYZIIIIIIII
  E146    = YIIIYZIIIIIIII
  E147    = ZIIIYZIIIIIIII
  E148    = XIIIZZIIIIIIII
  E149    = YIIIZZIIIIIIII
  E150    = ZIIIZZIIIIIIII
  E151    = XIIIIIXXIIIIII
  E152    = YIIIIIXXIIIIII
  E153    = ZIIIIIXXIIIIII
  E154    = XIIIIIYYIIIIII
  E155    = YIIIIIYYIIIIII
  E156    = ZIIIIIYYIIIIII
  E157    = XIIIIIZZIIIIII
  E158    = YIIIIIZZIIIIII
  E159    = ZIIIIIZZIIIIII
  E160    = XIIIIIZIZIIIII
  E161    = YIIIIIZIZIIIII
  E162    = ZIIIIIZIZIIIII
  E163    = XIIIIIZIIZIIII
  E164    = YIIIIIZIIZIIII
  E165    = ZIIIIIZIIZIIII
  E166    = XIIIIIXIIIZIII
  E167    = YIIIIIXIIIZIII
  E168    = ZIIIIIXIIIZIII
  E169    = XIIIIIXIIIIZII
  E170    = YIIIIIXIIIIZII
  E171    = ZIIIIIXIIIIZII
  E172    = XIIIIIYIIIIIZI
  E173    = YIIIIIYIIIIIZI
  E174    = ZIIIIIYIIIIIZI
  E175    = XIIIIIYIIIIIIZ
  E176    = YIIIIIYIIIIIIZ
  E177    = ZIIIIIYIIIIIIZ
  E178    = XIIIIIIZZIIIII
  E179    = YIIIIIIZZIIIII
  E180    = ZIIIIIIZZIIIII
  E181    = XIIIIIIZIZIIII
  E182    = YIIIIIIZIZIIII
  E183    = ZIIIIIIZIZIIII
  E184    = XIIIIIIXIIZIII
  E185    = YIIIIIIXIIZIII
  E186    = ZIIIIIIXIIZIII
  E187    = XIIIIIIXIIIZII
  E188    = YIIIIIIXIIIZII
  E189    = ZIIIIIIXIIIZII
  E190    = XIIIIIIYIIIIZI
  E191    = YIIIIIIYIIIIZI
  E192    = ZIIIIIIYIIIIZI
  E193    = XIIIIIIYIIIIIZ
  E194    = YIIIIIIYIIIIIZ
  E195    = ZIIIIIIYIIIIIZ
  E196    = XIIIIIIIXXIIII
  E197    = YIIIIIIIXXIIII
  E198    = ZIIIIIIIXXIIII
  E199    = XIIIIIIIYYIIII
  E200    = YIIIIIIIYYIIII
  E201    = ZIIIIIIIYYIIII
  E202    = XIIIIIIIZZIIII
  E203    = YIIIIIIIZZIIII
  E204    = ZIIIIIIIZZIIII
  E205    = XIIIIIIIXIXIII
  E206    = YIIIIIIIXIXIII
  E207    = ZIIIIIIIXIXIII
  E208    = XIIIIIIIXIIXII
  E209    = YIIIIIIIXIIXII
  E210    = ZIIIIIIIXIIXII
  E211    = XIIIIIIIYIIIXI
  E212    = YIIIIIIIYIIIXI
  E213    = ZIIIIIIIYIIIXI
  E214    = XIIIIIIIYIIIIX
  E215    = YIIIIIIIYIIIIX
  E216    = ZIIIIIIIYIIIIX
  E217    = XIIIIIIIIXXIII
  E218    = YIIIIIIIIXXIII
  E219    = ZIIIIIIIIXXIII
  E220    = XIIIIIIIIXIXII
  E221    = YIIIIIIIIXIXII
  E222    = ZIIIIIIIIXIXII
  E223    = XIIIIIIIIYIIXI
  E224    = YIIIIIIIIYIIXI
  E225    = ZIIIIIIIIYIIXI
  E226    = XIIIIIIIIYIIIX
  E227    = YIIIIIIIIYIIIX
  E228    = ZIIIIIIIIYIIIX
  E229    = XIIIIIIIIIXXII
  E230    = YIIIIIIIIIXXII
  E231    = ZIIIIIIIIIXXII
  E232    = XIIIIIIIIIYYII
  E233    = YIIIIIIIIIYYII
  E234    = ZIIIIIIIIIYYII
  E235    = XIIIIIIIIIZZII
  E236    = YIIIIIIIIIZZII
  E237    = ZIIIIIIIIIZZII
  E238    = XIIIIIIIIIYIYI
  E239    = YIIIIIIIIIYIYI
  E240    = ZIIIIIIIIIYIYI
  E241    = XIIIIIIIIIYIIY
  E242    = YIIIIIIIIIYIIY
  E243    = ZIIIIIIIIIYIIY
  E244    = XIIIIIIIIIIYYI
  E245    = YIIIIIIIIIIYYI
  E246    = ZIIIIIIIIIIYYI
  E247    = XIIIIIIIIIIYIY
  E248    = YIIIIIIIIIIYIY
  E249    = ZIIIIIIIIIIYIY
  E250    = XIIIIIIIIIIIXX
  E251    = YIIIIIIIIIIIXX
  E252    = ZIIIIIIIIIIIXX
  E253    = XIIIIIIIIIIIYY
  E254    = YIIIIIIIIIIIYY
  E255    = ZIIIIIIIIIIIYY
  E256    = XIIIIIIIIIIIZZ
  E257    = YIIIIIIIIIIIZZ
  E258    = ZIIIIIIIIIIIZZ
  E259    = IXXXIIIIIIIIII
  E260    = IYXXIIIIIIIIII
  E261    = IZXXIIIIIIIIII
  E262    = IXYXIIIIIIIIII
  E263    = IYYXIIIIIIIIII
  E264    = IZYXIIIIIIIIII
  E265    = IXZXIIIIIIIIII
  E266    = IYZXIIIIIIIIII
  E267    = IZZXIIIIIIIIII
  E268    = IXXYIIIIIIIIII
  E269    = IYXYIIIIIIIIII
  E270    = IZXYIIIIIIIIII
  E271    = IXYYIIIIIIIIII
  E272    = IYYYIIIIIIIIII
  E273    = IZYYIIIIIIIIII
  E274    = IXZYIIIIIIIIII
  E275    = IYZYIIIIIIIIII
  E276    = IZZYIIIIIIIIII
  E277    = IXXZIIIIIIIIII
  E278    = IYXZIIIIIIIIII
  E279    = IZXZIIIIIIIIII
  E280    = IXYZIIIIIIIIII
  E281    = IYYZIIIIIIIIII
  E282    = IZYZIIIIIIIIII
  E283    = IXZZIIIIIIIIII
  E284    = IYZZIIIIIIIIII
  E285    = IZZZIIIIIIIIII
  E286    = IXXIXIIIIIIIII
  E287    = IYXIXIIIIIIIII
  E288    = IZXIXIIIIIIIII
  E289    = IXYIXIIIIIIIII
  E290    = IYYIXIIIIIIIII
  E291    = IZYIXIIIIIIIII
  E292    = IXZIXIIIIIIIII
  E293    = IYZIXIIIIIIIII
  E294    = IZZIXIIIIIIIII
  E295    = IXXIIXIIIIIIII
  E296    = IYXIIXIIIIIIII
  E297    = IZXIIXIIIIIIII
  E298    = IXYIIXIIIIIIII
  E299    = IYYIIXIIIIIIII
  E300    = IZYIIXIIIIIIII
  E301    = IXZIIXIIIIIIII
  E302    = IYZIIXIIIIIIII
  E303    = IZZIIXIIIIIIII
  E304    = IXIXXIIIIIIIII
  E305    = IYIXXIIIIIIIII
  E306    = IZIXXIIIIIIIII
  E307    = IXIYXIIIIIIIII
  E308    = IYIYXIIIIIIIII
  E309    = IZIYXIIIIIIIII
  E310    = IXIZXIIIIIIIII
  E311    = IYIZXIIIIIIIII
  E312    = IZIZXIIIIIIIII
  E313    = IXIXIXIIIIIIII
  E314    = IYIXIXIIIIIIII
  E315    = IZIXIXIIIIIIII
  E316    = IXIYIXIIIIIIII
  E317    = IYIYIXIIIIIIII
  E318    = IZIYIXIIIIIIII
  E319    = IXIZIXIIIIIIII
  E320    = IYIZIXIIIIIIII
  E321    = IZIZIXIIIIIIII
  E322    = IXIIXXIIIIIIII
  E323    = IYIIXXIIIIIIII
  E324    = IZIIXXIIIIIIII
  E325    = IXIIYYIIIIIIII
  E326    = IYIIYYIIIIIIII
  E327    = IZIIYYIIIIIIII
  E328    = IXIIZYIIIIIIII
  E329    = IYIIZYIIIIIIII
  E330    = IZIIZYIIIIIIII
  E331    = IXIIYZIIIIIIII
  E332    = IYIIYZIIIIIIII
  E333    = IZIIYZIIIIIIII
  E334    = IXIIZZIIIIIIII
  E335    = IYIIZZIIIIIIII
  E336    = IZIIZZIIIIIIII
  E337    = IXIIIIXXIIIIII
  E338    = IYIIIIXXIIIIII
  E339    = IZIIIIXXIIIIII
  E340    = IXIIIIYYIIIIII
  E341    = IYIIIIYYIIIIII
  E342    = IZIIIIYYIIIIII
  E343    = IXIIIIZZIIIIII
  E344    = IYIIIIZZIIIIII
  E345    = IZIIIIZZIIIIII
  E346    = IXIIIIZIZIIIII
  E347    = IYIIIIZIZIIIII
  E348    = IZIIIIZIZIIIII
  E349    = IXIIIIZIIZIIII
  E350    = IYIIIIZIIZIIII
  E351    = IZIIIIZIIZIIII
  E352    = IXIIIIXIIIZIII
  E353    = IYIIIIXIIIZIII
  E354    = IZIIIIXIIIZIII
  E355    = IXIIIIXIIIIZII
  E356    = IYIIIIXIIIIZII
  E357    = IZIIIIXIIIIZII
  E358    = IXIIIIYIIIIIZI
  E359    = IYIIIIYIIIIIZI
  E360    = IZIIIIYIIIIIZI
  E361    = IXIIIIYIIIIIIZ
  E362    = IYIIIIYIIIIIIZ
  E363    = IZIIIIYIIIIIIZ
  E364    = IXIIIIIZZIIIII
  E365    = IYIIIIIZZIIIII
  E366    = IZIIIIIZZIIIII
  E367    = IXIIIIIZIZIIII
  E368    = IYIIIIIZIZIIII
  E369    = IZIIIIIZIZIIII
  E370    = IXIIIIIXIIZIII
  E371    = IYIIIIIXIIZIII
  E372    = IZIIIIIXIIZIII
  E373    = IXIIIIIXIIIZII
  E374    = IYIIIIIXIIIZII
  E375    = IZIIIIIXIIIZII
  E376    = IXIIIIIYIIIIZI
  E377    = IYIIIIIYIIIIZI
  E378    = IZIIIIIYIIIIZI
  E379    = IXIIIIIYIIIIIZ
  E380    = IYIIIIIYIIIIIZ
  E381    = IZIIIIIYIIIIIZ
  E382    = IXIIIIIIXXIIII
  E383    = IYIIIIIIXXIIII
  E384    = IZIIIIIIXXIIII
  E385    = IXIIIIIIYYIIII
  E386    = IYIIIIIIYYIIII
  E387    = IZIIIIIIYYIIII
  E388    = IXIIIIIIZZIIII
  E389    = IYIIIIIIZZIIII
  E390    = IZIIIIIIZZIIII
  E391    = IXIIIIIIXIXIII
  E392    = IYIIIIIIXIXIII
  E393    = IZIIIIIIXIXIII
  E394    = IXIIIIIIXIIXII
  E395    = IYIIIIIIXIIXII
  E396    = IZIIIIIIXIIXII
  E397    = IXIIIIIIYIIIXI
  E398    = IYIIIIIIYIIIXI
  E399    = IZIIIIIIYIIIXI
  E400    = IXIIIIIIYIIIIX
  E401    = IYIIIIIIYIIIIX
  E402    = IZIIIIIIYIIIIX
  E403    = IXIIIIIIIXXIII
  E404    = IYIIIIIIIXXIII
  E405    = IZIIIIIIIXXIII
  E406    = IXIIIIIIIXIXII
  E407    = IYIIIIIIIXIXII
  E408    = IZIIIIIIIXIXII
  E409    = IXIIIIIIIYIIXI
  E410    = IYIIIIIIIYIIXI
  E411    = IZIIIIIIIYIIXI
  E412    = IXIIIIIIIYIIIX
  E413    = IYIIIIIIIYIIIX
  E414    = IZIIIIIIIYIIIX
  E415    = IXIIIIIIIIXXII
  E416    = IYIIIIIIIIXXII
  E417    = IZIIIIIIIIXXII
  E418    = IXIIIIIIIIYYII
  E419    = IYIIIIIIIIYYII
  E420    = IZIIIIIIIIYYII
  E421    = IXIIIIIIIIZZII
  E422    = IYIIIIIIIIZZII
  E423    = IZIIIIIIIIZZII
  E424    = IXIIIIIIIIYIYI
  E425    = IYIIIIIIIIYIYI
  E426    = IZIIIIIIIIYIYI
  E427    = IXIIIIIIIIYIIY
  E428    = IYIIIIIIIIYIIY
  E429    = IZIIIIIIIIYIIY
  E430    = IXIIIIIIIIIYYI
  E431    = IYIIIIIIIIIYYI
  E432    = IZIIIIIIIIIYYI
  E433    = IXIIIIIIIIIYIY
  E434    = IYIIIIIIIIIYIY
  E435    = IZIIIIIIIIIYIY
  E436    = IXIIIIIIIIIIXX
  E437    = IYIIIIIIIIIIXX
  E438    = IZIIIIIIIIIIXX
  E439    = IXIIIIIIIIIIYY
  E440    = IYIIIIIIIIIIYY
  E441    = IZIIIIIIIIIIYY
  E442    = IXIIIIIIIIIIZZ
  E443    = IYIIIIIIIIIIZZ
  E444    = IZIIIIIIIIIIZZ
  E445    = IIXXXIIIIIIIII
  E446    = IIYXXIIIIIIIII
  E447    = IIZXXIIIIIIIII
  E448    = IIXYXIIIIIIIII
  E449    = IIYYXIIIIIIIII
  E450    = IIZYXIIIIIIIII
  E451    = IIXZXIIIIIIIII
  E452    = IIYZXIIIIIIIII
  E453    = IIZZXIIIIIIIII
  E454    = IIXXIXIIIIIIII
  E455    = IIYXIXIIIIIIII
  E456    = IIZXIXIIIIIIII
  E457    = IIXYIXIIIIIIII
  E458    = IIYYIXIIIIIIII
  E459    = IIZYIXIIIIIIII
  E460    = IIXZIXIIIIIIII
  E461    = IIYZIXIIIIIIII
  E462    = IIZZIXIIIIIIII
  E463    = IIXIXXIIIIIIII
  E464    = IIYIXXIIIIIIII
  E465    = IIZIXXIIIIIIII
  E466    = IIXIYYIIIIIIII
  E467    = IIYIYYIIIIIIII
  E468    = IIZIYYIIIIIIII
  E469    = IIXIZYIIIIIIII
  E470    = IIYIZYIIIIIIII
  E471    = IIZIZYIIIIIIII
  E472    = IIXIYZIIIIIIII
  E473    = IIYIYZIIIIIIII
  E474    = IIZIYZIIIIIIII
  E475    = IIXIZZIIIIIIII
  E476    = IIYIZZIIIIIIII
  E477    = IIZIZZIIIIIIII
  E478    = IIXIIIXXIIIIII
  E479    = IIYIIIXXIIIIII
  E480    = IIZIIIXXIIIIII
  E481    = IIXIIIYYIIIIII
  E482    = IIYIIIYYIIIIII
  E483    = IIZIIIYYIIIIII
  E484    = IIXIIIZZIIIIII
  E485    = IIYIIIZZIIIIII
  E486    = IIZIIIZZIIIIII
  E487    = IIXIIIZIZIIIII
  E488    = IIYIIIZIZIIIII
  E489    = IIZIIIZIZIIIII
  E490    = IIXIIIZIIZIIII
  E491    = IIYIIIZIIZIIII
  E492    = IIZIIIZIIZIIII
  E493    = IIXIIIXIIIZIII
  E494    = IIYIIIXIIIZIII
  E495    = IIZIIIXIIIZIII
  E496    = IIXIIIXIIIIZII
  E497    = IIYIIIXIIIIZII
  E498    = IIZIIIXIIIIZII
  E499    = IIXIIIYIIIIIZI
  E500    = IIYIIIYIIIIIZI
  E501    = IIZIIIYIIIIIZI
  E502    = IIXIIIYIIIIIIZ
  E503    = IIYIIIYIIIIIIZ
  E504    = IIZIIIYIIIIIIZ
  E505    = IIXIIIIZZIIIII
  E506    = IIYIIIIZZIIIII
  E507    = IIZIIIIZZIIIII
  E508    = IIXIIIIZIZIIII
  E509    = IIYIIIIZIZIIII
  E510    = IIZIIIIZIZIIII
  E511    = IIXIIIIXIIZIII
  E512    = IIYIIIIXIIZIII
  E513    = IIZIIIIXIIZIII
  E514    = IIXIIIIXIIIZII
  E515    = IIYIIIIXIIIZII
  E516    = IIZIIIIXIIIZII
  E517    = IIXIIIIYIIIIZI
  E518    = IIYIIIIYIIIIZI
  E519    = IIZIIIIYIIIIZI
  E520    = IIXIIIIYIIIIIZ
  E521    = IIYIIIIYIIIIIZ
  E522    = IIZIIIIYIIIIIZ
  E523    = IIXIIIIIXXIIII
  E524    = IIYIIIIIXXIIII
  E525    = IIZIIIIIXXIIII
  E526    = IIXIIIIIYYIIII
  E527    = IIYIIIIIYYIIII
  E528    = IIZIIIIIYYIIII
  E529    = IIXIIIIIZZIIII
  E530    = IIYIIIIIZZIIII
  E531    = IIZIIIIIZZIIII
  E532    = IIXIIIIIXIXIII
  E533    = IIYIIIIIXIXIII
  E534    = IIZIIIIIXIXIII
  E535    = IIXIIIIIXIIXII
  E536    = IIYIIIIIXIIXII
  E537    = IIZIIIIIXIIXII
  E538    = IIXIIIIIYIIIXI
  E539    = IIYIIIIIYIIIXI
  E540    = IIZIIIIIYIIIXI
  E541    = IIXIIIIIYIIIIX
  E542    = IIYIIIIIYIIIIX
  E543    = IIZIIIIIYIIIIX
  E544    = IIXIIIIIIXXIII
  E545    = IIYIIIIIIXXIII
  E546    = IIZIIIIIIXXIII
  E547    = IIXIIIIIIXIXII
  E548    = IIYIIIIIIXIXII
  E549    = IIZIIIIIIXIXII
  E550    = IIXIIIIIIYIIXI
  E551    = IIYIIIIIIYIIXI
  E552    = IIZIIIIIIYIIXI
  E553    = IIXIIIIIIYIIIX
  E554    = IIYIIIIIIYIIIX
  E555    = IIZIIIIIIYIIIX
  E556    = IIXIIIIIIIXXII
  E557    = IIYIIIIIIIXXII
  E558    = IIZIIIIIIIXXII
  E559    = IIXIIIIIIIYYII
  E560    = IIYIIIIIIIYYII
  E561    = IIZIIIIIIIYYII
  E562    = IIXIIIIIIIZZII
  E563    = IIYIIIIIIIZZII
  E564    = IIZIIIIIIIZZII
  E565    = IIXIIIIIIIYIYI
  E566    = IIYIIIIIIIYIYI
  E567    = IIZIIIIIIIYIYI
  E568    = IIXIIIIIIIYIIY
  E569    = IIYIIIIIIIYIIY
  E570    = IIZIIIIIIIYIIY
  E571    = IIXIIIIIIIIYYI
  E572    = IIYIIIIIIIIYYI
  E573    = IIZIIIIIIIIYYI
  E574    = IIXIIIIIIIIYIY
  E575    = IIYIIIIIIIIYIY
  E576    = IIZIIIIIIIIYIY
  E577    = IIXIIIIIIIIIXX
  E578    = IIYIIIIIIIIIXX
  E579    = IIZIIIIIIIIIXX
  E580    = IIXIIIIIIIIIYY
  E581    = IIYIIIIIIIIIYY
  E582    = IIZIIIIIIIIIYY
  E583    = IIXIIIIIIIIIZZ
